-0.0115649,-0.0115722,-0.049353,-0.615664,-0.597333,-0.511306,-0.0521246,0.0006,0.0006,0.0012,2,2
-0.0101427,-0.0114988,-0.0493758,0.253687,-0.544652,0.343224,0.721938,0.0006,0.0006,0.0012,2,2
-0.00887193,-0.0118093,-0.048827,0.230999,0.65397,0.720102,-0.0203887,0.0006,0.0006,0.0012,2,2
-0.00917534,-0.0106186,-0.0493648,-0.616231,-0.244554,-0.737413,0.129127,0.0006,0.0006,0.0012,2,2
-0.0071186,-0.0118344,-0.0493742,0.476013,-0.595465,-0.239167,0.601358,0.0006,0.0006,0.0012,2,2
-0.00740561,-0.0100967,-0.0493994,-0.594248,0.723449,0.0311333,0.350032,0.0006,0.0006,0.0012,2,2
-0.00598826,-0.0105794,-0.0493994,0.604674,-0.029627,-0.722134,0.334686,0.0006,0.0006,0.0012,2,2
-0.00504379,-0.0118167,-0.0493927,0.178533,0.743096,-0.0397915,0.643701,0.0006,0.0006,0.0012,2,2
-0.0044483,-0.0107328,-0.0490865,-0.836065,-0.0228649,0.409291,-0.364629,0.0006,0.0006,0.0012,2,2
-0.00304374,-0.011772,-0.0493994,-0.0195815,-0.654315,0.306504,0.691046,0.0006,0.0006,0.0012,2,2
-0.00196324,-0.0109405,-0.049117,0.0809716,0.425207,0.082164,-0.897715,0.0006,0.0006,0.0012,2,2
-0.000788557,-0.011899,-0.0493912,-0.316881,-0.635731,0.388343,0.587045,0.0006,0.0006,0.0012,2,2
-0.000130084,-0.0107203,-0.0493676,0.632355,-0.422501,-0.647883,-0.0432211,0.0006,0.0006,0.0012,2,2
0.00159155,-0.0119017,-0.049403,-0.409046,0.573027,-0.413307,0.577493,0.0006,0.0006,0.0012,2,2
0.00158529,-0.0106524,-0.0493024,0.731691,0.432419,0.374621,0.370541,0.0006,0.0006,0.0012,2,2
0.00331604,-0.0104953,-0.0493807,-0.633686,-0.732423,0.200722,0.147342,0.0006,0.0006,0.0012,2,2
0.00393959,-0.0118977,-0.0493712,0.763452,0.12656,-0.624767,-0.103869,0.0006,0.0006,0.0012,2,2
0.00473668,-0.010266,-0.0493651,0.50288,0.774437,0.0483266,-0.380818,0.0006,0.0006,0.0012,2,2
0.00625044,-0.0118891,-0.0491924,0.484881,-0.232003,-0.840877,0.0631748,0.0006,0.0006,0.0012,2,2
0.00623487,-0.0102386,-0.0493254,-0.587769,0.703607,0.393859,0.0658831,0.0006,0.0006,0.0012,2,2
0.00755187,-0.0113262,-0.0494019,0.256458,0.0908318,0.694018,-0.666572,0.0006,0.0006,0.0012,2,2
0.00884402,-0.0113923,-0.0494011,0.12628,-0.193742,0.671023,-0.704447,0.0006,0.0006,0.0012,2,2
0.0101401,-0.0113907,-0.0494007,-0.148613,0.169353,-0.700411,0.677243,0.0006,0.0006,0.0012,2,2
0.0115893,-0.0115205,-0.0493938,-0.0866891,-0.502861,0.448685,-0.733687,0.0006,0.0006,0.0012,2,2
-0.0113241,-0.0100767,-0.0493967,-0.0296868,0.709619,0.190564,-0.677676,0.0006,0.0006,0.0012,2,2
-0.0113547,-0.00882414,-0.0493193,-0.736794,-0.163166,0.563419,0.33626,0.0006,0.0006,0.0012,2,2
-0.00825728,-0.00916168,-0.0493802,0.650743,-0.622156,0.192238,-0.390512,0.0006,0.0006,0.0012,2,2
-0.0095772,-0.00894552,-0.0491584,0.454218,0.851234,-0.245365,-0.0942524,0.0006,0.0006,0.0012,2,2
-0.00870905,-0.00774765,-0.0493967,0.563342,-0.494721,-0.543491,0.377511,0.0006,0.0006,0.0012,2,2
-0.00689359,-0.00792665,-0.0493855,-0.158304,0.018173,-0.752122,0.63947,0.0006,0.0006,0.0012,2,2
-0.00578537,-0.00807199,-0.0488498,-0.579024,0.119067,0.112891,-0.79863,0.0006,0.0006,0.0012,2,2
-0.00547709,-0.0091907,-0.0493949,-0.658969,-0.358168,0.645508,0.144204,0.0006,0.0006,0.0012,2,2
-0.00456852,-0.00766654,-0.0492786,-0.140939,-0.115962,0.5416,0.820584,0.0006,0.0006,0.0012,2,2
-0.00364806,-0.0090454,-0.0493123,0.711717,-0.577117,0.0621665,-0.39564,0.0006,0.0006,0.0012,2,2
-0.00278293,-0.00998516,-0.04938,0.587838,0.482192,-0.586674,0.27884,0.0006,0.0006,0.0012,2,2
-0.00214448,-0.00802427,-0.0491539,0.196554,0.7688,0.443208,-0.416987,0.0006,0.0006,0.0012,2,2
-0.00143284,-0.00944948,-0.0492048,0.813201,0.439178,0.235178,-0.300861,0.0006,0.0006,0.0012,2,2
-0.000670349,-0.0082383,-0.0491943,-0.489526,0.557624,0.669901,-0.0255332,0.0006,0.0006,0.0012,2,2
0.000265155,-0.00946447,-0.0493479,-0.458437,-0.534529,-0.29992,-0.643554,0.0006,0.0006,0.0012,2,2
0.000846494,-0.00826175,-0.0493998,-0.672859,0.617003,0.309821,-0.265669,0.0006,0.0006,0.0012,2,2
0.00236011,-0.00948408,-0.0492388,-0.852385,0.117974,-0.509329,0.0103413,0.0006,0.0006,0.0012,2,2
0.00375548,-0.00875823,-0.0494034,-0.241017,0.699669,-0.103414,-0.66459,0.0006,0.0006,0.0012,2,2
0.00539407,-0.00852933,-0.0492362,-0.251764,0.227502,-0.46894,0.815447,0.0006,0.0006,0.0012,2,2
0.00711981,-0.00929548,-0.0494017,-0.624382,0.149741,0.682392,0.349379,0.0006,0.0006,0.0012,2,2
0.00723914,-0.00802971,-0.0489876,-0.920788,-0.0477499,0.323446,0.212727,0.0006,0.0006,0.0012,2,2
